,,,State,Turnout Rates,,,Numerators,,Denominators,,VEP Components (Modifications to VAP to Calculate VEP),,,,,
2000,48,41,South Carolina,48.70%,47.00%,45.70%,"1,433,533",1382717,2944326,"3,025,380",2.20%,"21,778","44,632","4,378","48,472",
2000,37,42,South Dakota,58.70%,57.70%,56.90%,"322,159",316269,548498,"554,875",1.20%,"2,616",0,0,"2,616",
2000,54,43,Tennessee,50.50%,49.90%,48.10%,"2,100,241",2076181,4162996,"4,316,391",2.20%,"22,166","40,682","8,093","50,600",
2000,49,44,Texas,49.20%,49.20%,42.40%,"6,407,637",6407037,13033081,"15,138,468",11.40%,"166,719","441,848","111,719","499,362",
2000,67,45,Utah,54.80%,53.80%,50.30%,"784,582",770754,1431668,"1,534,950",6.10%,"5,632",0,0,"5,632",
2000,6,46,Vermont,64.70%,64.10%,63.10%,"297,146",294308,459174,"463,503",2.00%,0,0,0,0,
2000,40,47,Virginia,55.00%,54.00%,50.90%,"2,789,808",2739447,5069265,"5,389,008",5.60%,"30,168","33,955","5,148","52,294",
2000,73,48,Washington,61.40%,60.70%,56.20%,"2,517,028",2487433,4098044,"4,419,907",6.90%,"14,915","154,466",160,"92,308",
2000,56,49,West Virginia,,46.60%,46.10%,,648124,1390365,"1,405,021",0.60%,"3,856","6,216","1,112","8,076",
2000,25,50,Wisconsin,,67.60%,64.50%,,2598607,3842044,"4,016,401",2.40%,"20,612","53,242","9,923","57,156",
2000,68,51,Wyoming,61.40%,59.20%,58.20%,"221,685",213726,361078,"366,639",1.50%,"1,680","4,115",514,"4,252",
1998,0,0,United States,39.30%,38.10%,35.30%,"74,825,832",72537000,190419570,"205,313,182",7.30%,"1,285,469","2,236,975","515,924","2,919,881","2,937,000"
1998,41,1,Alabama,,41.20%,40.00%,,1317842,3202052,"3,293,917",1.30%,"22,676","40,379","5,221","48,087",
1998,81,2,Alaska,55.60%,54.60%,52.00%,"227,156",223300,408758,"429,317",3.20%,"4,097","4,274",478,"6,712",
1998,61,3,Arizona,32.10%,31.50%,28.00%,"1,037,550",1017616,3232815,"3,628,841",9.40%,"25,311","51,329","3,742","54,718",
1998,42,4,Arkansas,,37.50%,36.20%,,706011,1882181,"1,951,741",1.90%,"10,638","28,698","6,979","31,966",
1998,71,5,California,44.70%,43.50%,35.00%,"8,617,649",8381871,19264556,"23,980,067",18.50%,"161,904",0,"108,424","270,328",
1998,62,6,Colorado,,46.10%,43.00%,,1327235,2879973,"3,085,075",6.00%,"14,312",0,"5,204","19,516",
1998,1,7,Connecticut,43.70%,42.70%,39.30%,"1,022,453",999537,2340956,"2,544,417",6.20%,"17,605","55,000","1,396","46,501",
1998,11,8,Delaware,,33.40%,31.30%,,180527,540896,"576,849",3.40%,"5,558","20,030",572,"16,145",
1998,55,9,District of Columbia,34.50%,34.00%,29.90%,"137,523",135501,398318,"452,668",9.80%,"9,829",0,0,"9,829",
1998,43,10,Florida,38.40%,37.40%,33.00%,"4,070,262",3965751,10590870,"12,001,902",10.00%,"67,224","283,965","6,487","215,694",
1998,44,11,Georgia,34.60%,33.70%,30.80%,"1,842,145",1792880,5326337,"5,828,114",5.20%,"39,262","278,669","20,482","199,079",
1998,82,12,Hawaii,49.60%,49.00%,44.80%,"412,520",407556,832172,"910,645",8.10%,"4,924",0,0,"4,924",
1998,63,13,Idaho,45.80%,45.20%,42.50%,"386,720",381248,843914,"896,422",3.50%,"4,083","31,172","1,309","20,978",
1998,21,14,Illinois,42.70%,41.00%,37.40%,"3,541,379",3394521,8285614,"9,070,725",8.20%,"43,051",0,0,"43,051",
1998,22,15,Indiana,37.20%,36.50%,35.60%,"1,618,689",1588617,4348730,"4,457,578",2.00%,"19,197",0,0,"19,197",
1998,31,16,Iowa,46.10%,45.30%,43.90%,"973,032",956415,2112132,"2,176,940",2.10%,"7,394","18,447","2,194","18,812",
1998,32,17,Kansas,39.70%,38.80%,37.20%,"743,288",727236,1873438,"1,955,236",3.50%,"8,183",0,"6,025","14,208",
1998,51,18,Kentucky,41.50%,39.10%,38.20%,"1,215,053",1145414,2930780,"2,999,287",1.30%,"14,987","17,594","4,508","28,292",
1998,45,19,Louisiana,32.00%,31.30%,30.10%,"990,243",969165,3097660,"3,216,121",1.60%,"32,228","33,028","18,759","67,501",
1998,2,20,Maine,,51.60%,50.80%,,486808,943577,"957,916",1.50%,0,0,0,0,
1998,52,21,Maryland,43.60%,43.00%,39.60%,"1,556,994",1535978,3571087,"3,879,108",6.00%,"22,572","78,051","15,528","77,126",
1998,3,22,Massachusetts,43.70%,43.00%,39.70%,"1,935,277",1903336,4430939,"4,793,966",7.60%,0,0,0,0,
1998,23,23,Michigan,44.90%,43.40%,41.70%,"3,143,432",3036886,7005306,"7,276,123",3.10%,"45,879",0,0,"45,879",
1998,33,24,Minnesota,62.30%,61.90%,58.80%,"2,105,343",2091766,3378089,"3,555,108",3.30%,"5,572","100,818","2,995","58,976",
1998,46,25,Mississippi,,27.60%,27.00%,,550694,1995283,"2,038,324",0.90%,"16,678","11,530","1,489","23,932",
1998,34,26,Missouri,,39.60%,38.40%,,1576857,3978146,"4,106,478",1.70%,"24,974","49,992","10,366","60,336",
1998,64,27,Montana,51.80%,50.70%,50.00%,"338,733",331551,653998,"662,582",0.90%,"2,734",0,0,"2,734",
1998,35,28,Nebraska,48.60%,45.50%,43.70%,"581,775",545238,1197953,"1,247,656",3.00%,"3,676","16,527",624,"12,564",
1998,65,29,Nevada,35.70%,35.30%,31.10%,"440,042",435790,1233386,"1,402,851",10.70%,"9,651","12,561","4,055","19,987",
1998,4,30,New Hampshire,37.60%,36.30%,35.30%,"330,555",318940,878508,"903,630",2.50%,"2,169",0,0,"2,169",
1998,12,31,New Jersey,34.40%,32.90%,29.00%,"1,894,496",1813094,5505229,"6,261,197",10.30%,"31,121","129,377","13,218","109,028",
1998,66,32,New Mexico,43.10%,41.60%,38.80%,"517,355",498703,1199320,"1,286,104",5.80%,"4,985","10,397","1,773","11,957",
1998,13,33,New York,40.70%,38.60%,33.50%,"4,989,877",4735236,12263356,"14,139,223",12.40%,"70,001",0,"59,548","129,549",
1998,47,34,North Carolina,,35.80%,33.80%,,2012143,5624292,"5,948,653",3.90%,"31,961","105,227","5,806","90,381",
1998,36,35,North Dakota,45.70%,44.90%,44.30%,"217,584",213358,475629,"481,790",1.10%,915,0,0,915,
1998,24,36,Ohio,42.90%,41.30%,40.40%,"3,534,782",3404351,8237516,"8,424,249",1.60%,"48,450",0,0,"48,450",
1998,53,37,Oklahoma,,36.20%,34.70%,,873585,2415036,"2,518,285",2.60%,"20,892","29,093","1,532","36,971",
1998,72,38,Oregon,49.00%,47.20%,44.20%,"1,160,400",1117747,2370381,"2,526,500",5.80%,"8,927",0,0,"8,927",
1998,14,39,Pennsylvania,,33.30%,32.50%,,3025152,9075961,"9,314,795",2.20%,"36,377",0,0,"36,377",
1998,5,40,Rhode Island,42.80%,42.30%,38.80%,"309,835",306445,723772,"790,726",6.60%,"3,445","21,049",432,"14,402",
1998,48,41,South Carolina,38.70%,38.10%,36.70%,"1,092,430",1077135,2825173,"2,931,120",1.90%,"21,764","46,482","4,404","49,409",
1998,37,42,South Dakota,49.80%,49.00%,48.30%,"266,355",262111,534711,"543,074",1.10%,"2,422",0,0,"2,422",
1998,54,43,Tennessee,25.10%,23.90%,23.10%,"1,026,017",976236,4092745,"4,217,608",1.90%,"17,738","38,924","7,605","44,805",
1998,49,44,Texas,,29.90%,25.80%,,3738078,12490423,"14,504,988",10.60%,"144,510","443,688","109,820","476,174",
1998,67,45,Utah,36.70%,35.80%,33.70%,"506,553",494909,1381989,"1,467,078",5.50%,"4,453",0,0,"4,453",
1998,6,46,Vermont,50.40%,49.00%,48.10%,"224,382",218120,444772,"453,574",1.90%,0,0,0,0,
1998,40,47,Virginia,,23.40%,22.00%,,1148861,4900523,"5,222,121",5.20%,"30,276","30,576","6,700","52,264",
1998,73,48,Washington,49.30%,48.40%,44.30%,"1,939,421",1902482,3930400,"4,294,765",6.40%,"14,161","152,140",375,"90,606",
1998,56,49,West Virginia,29.20%,25.30%,25.00%,"405,139",351277,1388176,"1,403,549",0.50%,"3,478","6,511",975,"7,709",
1998,25,50,Wisconsin,,46.30%,44.60%,,1760836,3801514,"3,945,060",2.20%,"18,613","54,232","9,282","55,011",
1998,68,51,Wyoming,51.00%,49.90%,48.70%,"178,401",174888,350136,"359,119",1.40%,"1,571","3,825",448,"3,932",
1996,0,0,United States,,51.70%,48.10%,,96262935,186347044,"200,015,917",6.80%,"1,162,253","1,865,990","491,165","2,586,413","2,499,256"
1996,41,1,Alabama,,48.80%,47.50%,,1534349,3144249,"3,227,688",1.20%,"21,760","37,865","4,966","45,659",
1996,81,2,Alaska,60.70%,59.80%,57.00%,"245,212",241620,404180,"423,702",3.10%,"3,716","3,999",642,"6,358",
1996,61,3,Arizona,46.50%,45.60%,41.10%,"1,431,342",1404405,3079908,"3,414,380",8.40%,"22,493","40,607","3,785","46,582",
1996,42,4,Arkansas,,47.90%,46.50%,,884262,1844689,"1,903,094",1.60%,"9,407","25,178","5,459","27,455",
1996,71,5,California,55.00%,53.70%,43.40%,"10,263,490",10019484,18644593,"23,076,427",18.10%,"146,049",0,"99,578","245,627",
1996,62,6,Colorado,,54.50%,51.40%,,1510704,2770252,"2,939,929",5.20%,"12,483",0,"3,294","15,777",
1996,1,7,Connecticut,60.40%,59.60%,55.10%,"1,410,746",1392614,2337160,"2,528,212",5.80%,"15,007","55,978","1,083","44,079",
1996,11,8,Delaware,52.50%,51.20%,48.40%,"277,418",270810,528630,"559,598",3.00%,"5,110","16,528",591,"13,965",
1996,55,9,District of Columbia,47.40%,46.60%,41.30%,"189,210",185726,398839,"450,182",9.30%,"9,376",0,0,"9,376",
1996,43,10,Florida,53.30%,51.90%,46.10%,"5,444,245",5300927,10219294,"11,509,122",9.50%,"63,763","237,117","9,243","191,565",
1996,44,11,Georgia,45.80%,44.40%,41.40%,"2,374,650",2298899,5181708,"5,555,577",4.40%,"35,139","143,457","21,146","128,014",
1996,82,12,Hawaii,45.10%,43.90%,40.20%,"370,230",360120,820055,"895,753",8.00%,"4,011",0,0,"4,011",
1996,63,13,Idaho,61.60%,59.30%,57.20%,"508,030",489481,825329,"856,420",3.20%,"3,832",0,0,"3,832",
1996,21,14,Illinois,53.80%,52.50%,48.30%,"4,418,270",4311391,8215662,"8,927,254",7.50%,"38,852",0,0,"38,852",
1996,22,15,Indiana,51.00%,49.60%,48.60%,"2,195,224",2135431,4302745,"4,397,367",1.80%,"16,960",0,0,"16,960",
1996,31,16,Iowa,59.70%,58.80%,57.30%,"1,251,983",1234075,2098332,"2,154,320",1.80%,"6,342","15,386","2,200","16,235",
1996,32,17,Kansas,57.80%,57.30%,55.30%,"1,073,520",1063452,1856507,"1,922,601",3.00%,"7,756",0,0,"7,756",
1996,51,18,Kentucky,49.30%,48.20%,47.30%,"1,419,592",1388707,2880808,"2,938,362",1.20%,"12,910","11,689","4,621","23,376",
1996,45,19,Louisiana,58.40%,57.80%,56.40%,"1,804,640",1783959,3087693,"3,163,302",1.50%,"26,776",0,0,"26,776",
1996,2,20,Maine,,65.20%,64.20%,,605897,929970,"944,106",1.50%,0,0,0,0,
1996,52,21,Maryland,50.80%,50.40%,46.70%,"1,793,991",1780870,3530148,"3,817,454",5.60%,"22,050","70,553","16,246","73,573",
1996,3,22,Massachusetts,59.30%,58.40%,54.20%,"2,600,278",2559180,4385268,"4,723,380",7.20%,0,0,0,0,
1996,23,23,Michigan,56.30%,55.30%,53.40%,"3,912,261",3848844,6954059,"7,201,527",2.80%,"42,349",0,0,"42,349",
1996,33,24,Minnesota,66.60%,66.10%,63.10%,"2,211,161",2192640,3319509,"3,473,117",2.90%,"5,158","90,202","2,377","52,636",
1996,46,25,Mississippi,,45.90%,45.00%,,893857,1949309,"1,986,327",0.80%,"13,859","10,376","1,326","20,373",
1996,34,26,Missouri,,55.10%,53.50%,,2158065,3919885,"4,035,666",1.50%,"22,003","42,386","13,087","56,283",
1996,64,27,Montana,64.70%,63.10%,62.30%,"417,232",407083,645052,"652,991",0.90%,"2,293",0,0,"2,293",
1996,35,28,Nebraska,57.80%,57.00%,55.10%,"686,749",677415,1188034,"1,230,047",2.50%,"3,287","14,363",688,"11,157",
1996,65,29,Nevada,41.20%,40.90%,36.50%,"467,657",464279,1134065,"1,271,617",9.50%,"8,439","9,760","3,216","16,535",
1996,4,30,New Hampshire,60.10%,58.30%,56.80%,"513,700",499053,855287,"878,569",2.40%,"2,062",0,0,"2,062",
1996,12,31,New Jersey,56.90%,56.40%,50.00%,"3,105,110",3075860,5456334,"6,152,216",9.60%,"27,490","125,881","14,545","104,976",
1996,66,32,New Mexico,49.50%,47.40%,44.50%,"579,763",556074,1172262,"1,249,597",5.30%,"4,724","8,903","1,426","10,602",
1996,13,33,New York,52.90%,51.90%,45.30%,"6,439,129",6316129,12175850,"13,942,462",11.80%,"69,709",0,"57,137","126,846",
1996,47,34,North Carolina,,46.30%,44.00%,,2515807,5435970,"5,717,844",3.30%,"30,647","102,483","12,358","94,247",
1996,36,35,North Dakota,57.10%,56.00%,55.30%,"271,850",266411,475898,"481,497",1.00%,722,0,0,722,
1996,24,36,Ohio,56.70%,55.40%,54.20%,"4,638,108",4534434,8185999,"8,366,250",1.50%,"46,174",0,"6,331","52,505",
1996,53,37,Oklahoma,51.40%,51.00%,49.00%,"1,218,248",1206713,2368311,"2,461,718",2.30%,"19,593","28,090","2,159","35,797",
1996,72,38,Oregon,60.60%,59.70%,56.30%,"1,399,180",1377760,2309051,"2,445,442",5.20%,"8,661",0,0,"8,661",
1996,14,39,Pennsylvania,,49.70%,48.50%,,4506118,9063470,"9,283,893",2.00%,"34,537",0,0,"34,537",
1996,5,40,Rhode Island,,54.40%,49.90%,,390247,717041,"781,307",6.40%,"3,271","20,446",573,"14,067",
1996,48,41,South Carolina,44.10%,42.20%,40.80%,"1,203,486",1151422,2731064,"2,825,088",1.70%,"20,446","42,417","5,036","46,691",
1996,37,42,South Dakota,62.20%,61.10%,60.30%,"329,316",323826,529793,"537,038",1.00%,"2,063",0,0,"2,063",
1996,54,43,Tennessee,,47.50%,46.30%,,1894105,3984092,"4,094,014",1.60%,"15,626","37,002","8,934","43,061",
1996,49,44,Texas,,46.50%,40.40%,,5611644,12072149,"13,887,542",9.80%,"132,383","429,329","112,594","459,642",
1996,67,45,Utah,52.10%,50.20%,47.70%,"691,016",665629,1326919,"1,394,017",4.80%,0,0,0,0,
1996,6,46,Vermont,60.00%,59.30%,58.20%,"261,469",258449,435687,"443,874",1.80%,0,0,0,0,
1996,40,47,Virginia,51.30%,50.20%,47.30%,"2,468,229",2416642,4811632,"5,106,297",4.70%,"27,655","29,620","9,918","52,383",
1996,73,48,Washington,59.90%,58.90%,54.30%,"2,293,895",2253867,3829308,"4,147,127",5.80%,"12,527","125,780",560,"75,977",
1996,56,49,West Virginia,47.10%,45.90%,45.50%,"653,331",636459,1386621,"1,400,343",0.50%,"2,749","5,669",869,"6,453",
1996,25,50,Wisconsin,,58.40%,56.50%,,2196169,3763240,"3,886,906",2.00%,"12,991","47,292","8,222","44,859",
1996,68,51,Wyoming,62.50%,61.30%,59.90%,"215,844",211571,345112,"353,354",1.30%,"1,499","3,432",364,"3,579",
1994,0,0,United States,0.00%,41.10%,38.50%,,75105860,182623348,"195,258,350",6.40%,"1,037,855","1,778,797","513,686","2,440,940","2,228,514"
1994,41,1,Alabama,,38.80%,37.90%,,1201969,3095745,"3,170,782",1.00%,"19,573","32,284","7,235","42,950",
1994,81,2,Alaska,54.20%,53.40%,51.20%,"216,668",213404,399435,"417,053",3.00%,"3,292","2,899",412,"5,154",
1994,61,3,Arizona,39.90%,39.10%,35.60%,"1,153,724",1129607,2892171,"3,169,857",7.50%,"19,746","34,365","4,351","41,280",
1994,42,4,Arkansas,,39.80%,38.80%,,716840,1801161,"1,849,361",1.30%,"8,643","19,606","5,224","23,670",
1994,71,5,California,48.20%,46.90%,38.10%,"8,900,593",8658881,18479124,"22,721,586",17.70%,"125,605",0,"85,082","210,687",
1994,62,6,Colorado,44.30%,42.10%,40.10%,"1,173,130",1116307,2648684,"2,785,952",4.50%,"10,717",0,"2,463","13,180",
1994,1,7,Connecticut,49.80%,49.10%,45.60%,"1,163,829",1147084,2335579,"2,515,100",5.50%,"14,380","53,453","1,146","42,253",
1994,11,8,Delaware,39.30%,38.80%,36.80%,"201,560",199029,512941,"540,474",2.60%,"4,466","15,507","1,029","13,249",
1994,55,9,District of Columbia,45.20%,44.60%,39.60%,"186,316",183649,411886,"463,680",8.80%,"10,949",0,0,"10,949",
1994,43,10,Florida,43.90%,42.90%,38.20%,"4,305,340",4206659,9810247,"11,016,840",9.10%,"57,168","247,014","20,573","201,248",
1994,44,11,Georgia,,31.00%,29.20%,,1545328,4978431,"5,293,282",3.70%,"33,425","140,694","17,505","121,277",
1994,82,12,Hawaii,46.60%,45.60%,41.80%,"377,011",369013,808904,"882,189",7.90%,"3,333",0,0,"3,333",
1994,63,13,Idaho,53.50%,52.70%,51.00%,"419,330",413346,784076,"809,957",2.80%,"2,811",0,0,"2,811",
1994,21,14,Illinois,39.40%,38.00%,35.20%,"3,219,122",3106566,8175312,"8,819,582",6.90%,"36,531",0,0,"36,531",
1994,22,15,Indiana,38.00%,36.40%,35.80%,"1,609,481",1543568,4235008,"4,315,664",1.50%,"15,014",0,0,"15,014",
1994,31,16,Iowa,49.20%,48.00%,46.90%,"1,022,372",997248,2077709,"2,128,370",1.60%,"5,437","15,902","3,696","17,084",
1994,32,17,Kansas,45.50%,44.70%,43.40%,"836,251",820846,1837694,"1,893,521",2.60%,"6,371",0,0,"6,371",
1994,51,18,Kentucky,29.20%,27.70%,27.20%,"827,541",784299,2829881,"2,879,413",1.00%,"11,066","11,417","4,380","21,155",
1994,45,19,Louisiana,29.40%,27.20%,26.60%,"893,758",826837,3038660,"3,109,456",1.50%,"24,063",0,0,"24,063",
1994,2,20,Maine,,55.70%,54.90%,,511733,918204,"932,164",1.50%,0,0,0,0,
1994,52,21,Maryland,41.30%,40.50%,37.60%,"1,437,450",1410299,3480270,"3,751,305",5.20%,"20,998","76,940","14,795","74,263",
1994,3,22,Massachusetts,51.30%,50.10%,46.70%,"2,232,186",2179945,4353287,"4,668,100",6.70%,0,0,0,0,
1994,23,23,Michigan,46.30%,45.10%,43.60%,"3,177,740",3089077,6856388,"7,081,498",2.60%,"40,631",0,0,"40,631",
1994,33,24,Minnesota,55.20%,54.50%,52.40%,"1,794,618",1772929,3253779,"3,385,687",2.50%,"4,575","81,972","1,904","47,465",
1994,46,25,Mississippi,32.60%,31.90%,31.40%,"621,096",608085,1903794,"1,935,054",0.70%,"10,930","9,042","1,519","16,970",
1994,34,26,Missouri,,46.00%,44.80%,,1775116,3858946,"3,958,762",1.30%,"17,898","36,295","12,592","48,638",
1994,64,27,Montana,57.80%,56.30%,55.70%,"359,455",350387,622246,"629,335",0.80%,"1,764",0,0,"1,764",
1994,35,28,Nebraska,51.00%,49.80%,48.20%,"593,654",579561,1164502,"1,201,826",2.00%,"2,711","18,639",771,"12,802",
1994,65,29,Nevada,37.40%,36.90%,33.30%,"386,582",380530,1032456,"1,143,487",8.40%,"6,993","9,410","3,529","15,227",
1994,4,30,New Hampshire,38.50%,37.60%,36.60%,"319,443",311882,829590,"851,104",2.30%,"2,021",0,0,"2,021",
1994,12,31,New Jersey,39.50%,38.10%,33.90%,"2,131,328",2054887,5392423,"6,059,401",8.90%,"24,632","125,299","41,802","129,084",
1994,66,32,New Mexico,43.10%,41.40%,39.10%,"485,709",467621,1128243,"1,195,183",4.90%,"3,712","8,063","1,078","8,822",
1994,13,33,New York,43.70%,42.70%,37.50%,"5,325,323",5203762,12192316,"13,861,352",11.20%,"66,750",0,"53,832","120,582",
1994,47,34,North Carolina,,30.30%,29.00%,,1588190,5244552,"5,477,604",2.60%,"23,648","90,418","20,159","89,016",
1994,36,35,North Dakota,51.30%,50.40%,49.90%,"240,430",236547,468989,"473,993",0.90%,563,0,0,563,
1994,24,36,Ohio,43.50%,42.30%,41.40%,"3,540,954",3436884,8132122,"8,292,312",1.40%,"43,074",0,0,"43,074",
1994,53,37,Oklahoma,43.10%,42.70%,41.30%,"1,002,363",995012,2327519,"2,410,272",2.00%,"16,631","28,285","2,604","33,378",
1994,72,38,Oregon,56.30%,54.80%,52.10%,"1,254,265",1221010,2229242,"2,344,505",4.60%,"6,936",0,0,"6,936",
1994,14,39,Pennsylvania,,39.60%,38.80%,,3585526,9043585,"9,241,090",1.80%,"28,302",0,0,"28,302",
1994,5,40,Rhode Island,,50.50%,46.50%,,361377,716002,"776,723",6.20%,"2,919","18,179",525,"12,534",
1994,48,41,South Carolina,35.70%,35.10%,34.00%,"951,901",934886,2663830,"2,747,987",1.40%,"18,999","40,005","6,077","45,079",
1994,37,42,South Dakota,61.30%,60.10%,59.40%,"318,090",311613,518815,"524,910",0.80%,"1,708",0,0,"1,708",
1994,54,43,Tennessee,,38.60%,37.70%,,1487130,3850228,"3,945,407",1.40%,"14,401","34,896","9,353","41,202",
1994,49,44,Texas,,37.50%,33.00%,,4396242,11719888,"13,334,014",8.90%,"118,195","396,276","108,563","424,896",
1994,67,45,Utah,42.70%,41.50%,39.80%,"532,737",517790,1248726,"1,302,522",4.10%,0,0,0,0,
1994,6,46,Vermont,50.80%,49.50%,48.70%,"216,715",211449,426953,"434,549",1.70%,0,0,0,0,
1994,40,47,Virginia,,43.60%,41.30%,,2057463,4718968,"4,983,515",4.30%,"26,968","24,089","9,649","48,662",
1994,73,48,Washington,46.70%,45.80%,42.60%,"1,733,471",1700173,3715174,"3,994,036",5.30%,"10,833","110,279","1,650","67,623",
1994,56,49,West Virginia,31.90%,30.50%,30.20%,"439,551",420936,1379339,"1,392,499",0.50%,"1,930","5,992","1,380","6,306",
1994,25,50,Wisconsin,,42.40%,41.20%,,1565628,3692668,"3,801,543",1.80%,"10,022","45,901","7,065","40,038",
1994,68,51,Wyoming,60.50%,59.80%,58.60%,"204,025",201710,337032,"344,492",1.20%,"1,217","3,367",313,"3,214",
1992,0,0,United States,0.00%,58.10%,54.70%,,104405155,179655523,"190,777,923",6.00%,"866,945","1,648,767","491,856","2,183,185","2,417,648"
1992,41,1,Alabama,,55.70%,54.50%,,1688060,3030549,"3,096,959",0.90%,"17,453","31,188","6,934","39,981",
1992,81,2,Alaska,67.10%,66.30%,63.60%,"261,427",258506,389898,"406,653",2.90%,"2,865","3,014",710,"5,082",
1992,61,3,Arizona,56.70%,55.70%,51.30%,"1,516,276",1486975,2671933,"2,897,181",6.50%,"16,477","34,647","3,588","37,389",
1992,42,4,Arkansas,,54.30%,53.10%,,950653,1751083,"1,789,420",1.00%,"8,285","16,448","3,460","19,969",
1992,71,5,California,61.60%,60.30%,49.30%,"11,374,565",11131721,18460157,"22,573,381",17.30%,"109,496",0,"87,725","197,221",
1992,62,6,Colorado,64.00%,62.90%,60.30%,"1,597,166",1569180,2494998,"2,602,217",3.70%,"8,997",0,"2,634","11,631",
1992,1,7,Connecticut,69.80%,68.60%,64.10%,"1,645,609",1616332,2356937,"2,521,774",5.10%,"11,403","48,567",483,"36,170",
1992,11,8,Delaware,58.30%,58.00%,55.30%,"290,836",289735,499266,"523,661",2.20%,"4,062","14,887","1,120","12,626",
1992,55,9,District of Columbia,54.20%,53.30%,47.70%,"231,445",227572,427102,"477,564",8.30%,"10,845",0,0,"10,845",
1992,43,10,Florida,57.20%,55.90%,50.20%,"5,438,612",5314392,9506230,"10,591,116",8.70%,"48,302","200,471","14,021","162,559",
1992,44,11,Georgia,,48.50%,45.90%,,2311253,4766958,"5,037,354",2.90%,"25,290","153,154","23,020","124,887",
1992,82,12,Hawaii,48.20%,46.90%,43.00%,"382,882",372842,795148,"866,114",7.90%,"2,926",0,0,"2,926",
1992,63,13,Idaho,66.90%,65.60%,63.80%,"491,725",482142,734855,"756,119",2.50%,"2,256",0,0,"2,256",
1992,21,14,Illinois,63.60%,62.20%,58.10%,"5,164,357",5050157,8113900,"8,688,184",6.20%,"31,640",0,0,"31,640",
1992,22,15,Indiana,56.40%,55.40%,54.50%,"2,347,912",2305871,4162678,"4,230,602",1.30%,"13,945",0,0,"13,945",
1992,31,16,Iowa,66.10%,65.80%,64.50%,"1,360,856",1354607,2057690,"2,098,809",1.30%,"4,518","14,084","2,065","13,625",
1992,32,17,Kansas,64.10%,63.90%,62.30%,"1,161,044",1157335,1810750,"1,857,444",2.20%,"6,028",0,0,"6,028",
1992,51,18,Kentucky,,53.80%,53.00%,,1492900,2772600,"2,814,763",0.80%,"10,364","10,750","3,684","19,423",
1992,45,19,Louisiana,60.00%,59.70%,58.40%,"1,799,596",1790017,2997301,"3,063,068",1.50%,"20,980",0,0,"20,980",
1992,2,20,Maine,,74.30%,73.10%,,679499,915082,"928,998",1.50%,0,0,0,0,
1992,52,21,Maryland,58.10%,57.70%,53.70%,"1,999,486",1985046,3440015,"3,695,298",4.90%,"19,977","82,948","13,058","74,509",
1992,3,22,Massachusetts,64.90%,63.80%,59.80%,"2,822,962",2773700,4346897,"4,640,629",6.30%,0,0,0,0,
1992,23,23,Michigan,64.00%,63.00%,61.10%,"4,341,909",4274673,6786593,"6,990,822",2.40%,"39,113",0,0,"39,113",
1992,33,24,Minnesota,73.90%,73.70%,71.20%,"2,355,796",2347948,3187255,"3,298,080",2.10%,"3,822","72,938","1,901","42,192",
1992,46,25,Mississippi,54.30%,52.90%,52.20%,"1,008,019",981793,1854797,"1,882,100",0.60%,"8,905","8,031","2,357","15,278",
1992,34,26,Missouri,,63.10%,61.60%,,2391565,3792675,"3,880,005",1.10%,"16,195","32,692","11,671","44,212",
1992,64,27,Montana,70.40%,69.20%,68.50%,"417,564",410611,593345,"599,859",0.80%,"1,548",0,0,"1,548",
1992,35,28,Nebraska,64.80%,64.20%,62.60%,"744,548",737546,1149525,"1,178,965",1.60%,"2,514","15,386",697,"10,904",
1992,65,29,Nevada,54.60%,53.90%,49.30%,"513,387",506318,940066,"1,028,056",7.20%,"6,049","8,533","3,246","13,562",
1992,4,30,New Hampshire,67.00%,66.10%,64.50%,"545,197",537943,814160,"833,997",2.20%,"1,777",0,0,"1,777",
1992,12,31,New Jersey,62.00%,61.90%,55.70%,"3,348,312",3343594,5398559,"6,000,364",8.10%,"22,653","108,093","36,120","112,820",
1992,66,32,New Mexico,55.00%,53.10%,50.40%,"590,901",569986,1073421,"1,131,081",4.40%,"3,271","6,921","1,331","8,063",
1992,13,33,New York,57.80%,56.60%,50.20%,"7,068,630",6926925,12227775,"13,799,670",10.60%,"61,736",0,"50,004","111,740",
1992,47,34,North Carolina,,51.40%,49.70%,,2611850,5077494,"5,259,564",2.00%,"20,454","86,371","14,415","78,055",
1992,36,35,North Dakota,68.10%,66.60%,66.00%,"315,199",308133,462631,"467,130",0.90%,477,0,0,477,
1992,24,36,Ohio,62.50%,61.30%,60.20%,"5,043,094",4939967,8063595,"8,208,502",1.30%,"38,378",0,0,"38,378",
1992,53,37,Oklahoma,63.50%,60.60%,58.80%,"1,455,635",1390359,2293931,"2,366,029",1.80%,"14,821","25,902","2,758","30,530",
1992,72,38,Oregon,69.90%,68.20%,65.30%,"1,498,959",1462643,2144867,"2,241,507",4.00%,"6,583",0,0,"6,583",
1992,14,39,Pennsylvania,,54.90%,53.90%,,4949810,9010940,"9,188,416",1.70%,"24,974",0,0,"24,974",
1992,5,40,Rhode Island,,62.80%,58.20%,,453471,721593,"779,266",6.00%,"2,775","15,585",483,"11,051",
1992,48,41,South Carolina,47.30%,46.10%,44.80%,"1,234,712",1202527,2610725,"2,683,852",1.20%,"18,643","35,587","5,325","41,762",
